ID,착과량(int)
TEST_0000,308.56186551316495
TEST_0001,756.8925093104934
TEST_0002,165.25997614488313
TEST_0003,457.83713047763354
TEST_0004,714.1798906466283
TEST_0005,338.0088740186279
TEST_0006,62.16596583199489
TEST_0007,39.054532772208525
TEST_0008,363.8076395918083
TEST_0009,222.06511528998308
TEST_0010,560.6610804731428
TEST_0011,757.2594674205241
TEST_0012,461.55256953462964
TEST_0013,423.3032086854805
TEST_0014,122.46998487278753
TEST_0015,110.61407233518888
TEST_0016,459.6116344433238
TEST_0017,420.37766688445384
TEST_0018,308.5148249911243
TEST_0019,644.5103942407923
TEST_0020,271.06732069067164
TEST_0021,308.90496592676527
TEST_0022,423.3032086854805
TEST_0023,242.49836070722148
TEST_0024,165.1250386490026
TEST_0025,654.6739817816037
TEST_0026,90.08372344224814
TEST_0027,754.4188079389985
TEST_0028,644.7249216652169
TEST_0029,456.5809546368575
TEST_0030,57.40294801771431
TEST_0031,611.1258796175572
TEST_0032,661.599863439779
TEST_0033,563.4182726510966
TEST_0034,560.8396069462194
TEST_0035,361.5761874679343
TEST_0036,254.35630330019296
TEST_0037,614.1658003697237
TEST_0038,40.39643553651905
TEST_0039,460.4821948880194
TEST_0040,433.6586071362823
TEST_0041,136.02928933671566
TEST_0042,756.2646938284815
TEST_0043,135.02600623280028
TEST_0044,611.3023378073905
TEST_0045,351.99233800603434
TEST_0046,753.0591187818713
TEST_0047,460.05846019866055
TEST_0048,369.30538134478525
TEST_0049,426.874464381937
TEST_0050,557.6733719917888
TEST_0051,718.1393441882558
TEST_0052,437.71044706182033
TEST_0053,559.2648736260486
TEST_0054,423.01166901566666
TEST_0055,206.40719519731113
TEST_0056,756.8943693029454
TEST_0057,529.5663406621982
TEST_0058,611.7822051673149
TEST_0059,556.4605436934713
TEST_0060,443.8261721781617
TEST_0061,75.46715244941069
TEST_0062,538.2790393486539
TEST_0063,350.91162002328645
TEST_0064,558.5707259345378
TEST_0065,384.4443464365608
TEST_0066,419.30706260183376
TEST_0067,444.55243650685014
TEST_0068,211.86857878883424
TEST_0069,740.363911978998
TEST_0070,733.3628506243466
TEST_0071,719.2967363122303
TEST_0072,623.5199544296615
TEST_0073,306.36814206303285
TEST_0074,221.0292613574102
TEST_0075,263.68322969684607
TEST_0076,157.88974714959576
TEST_0077,701.5597774651062
TEST_0078,745.4258801055871
TEST_0079,350.864336401387
TEST_0080,221.58958986625424
TEST_0081,70.3348767196062
TEST_0082,62.701401777765604
TEST_0083,652.315403691156
TEST_0084,654.3701231789898
TEST_0085,518.2642062380677
TEST_0086,269.2063272234497
TEST_0087,360.01650239685375
TEST_0088,137.51174767822215
TEST_0089,211.86857878883424
TEST_0090,34.73826288263021
TEST_0091,388.3654647621499
TEST_0092,550.9648845518066
TEST_0093,519.699265006494
TEST_0094,525.9267908187616
TEST_0095,323.4136208528943
TEST_0096,257.91903461677913
TEST_0097,306.1556667960008
TEST_0098,242.56558135994314
TEST_0099,649.5739058930632
TEST_0100,730.5037567948171
TEST_0101,250.5426179443836
TEST_0102,444.9659415525782
TEST_0103,608.4263679931627
TEST_0104,243.38002580438754
TEST_0105,755.6048735208856
TEST_0106,138.9199407087554
TEST_0107,62.60595591461568
TEST_0108,465.8940412745189
TEST_0109,344.9304638413572
TEST_0110,657.9939111450641
TEST_0111,362.1307003039199
TEST_0112,606.109727391931
TEST_0113,546.9841629367102
TEST_0114,688.4021103608202
TEST_0115,164.6757500311164
TEST_0116,705.2976996202179
TEST_0117,644.7320668642802
TEST_0118,346.10218069200965
TEST_0119,495.67124041076283
TEST_0120,164.6757500311164
TEST_0121,464.45489847828037
TEST_0122,309.597347307158
TEST_0123,469.1778281522958
TEST_0124,701.987231016897
TEST_0125,558.2288908835227
TEST_0126,302.8852573052675
TEST_0127,557.6733719917888
TEST_0128,531.2721029215423
TEST_0129,359.96921877495436
TEST_0130,80.90903932596707
TEST_0131,262.2428013947362
TEST_0132,464.7536172241261
TEST_0133,358.63168137979414
TEST_0134,138.79998981448153
TEST_0135,310.4248259227907
TEST_0136,739.1947227898086
TEST_0137,310.13226107274244
TEST_0138,163.63407199885563
TEST_0139,590.6440219572139
TEST_0140,756.1439072283652
TEST_0141,756.5622143046863
TEST_0142,257.37750919305034
TEST_0143,434.23391933378394
TEST_0144,33.286089271838684
TEST_0145,611.9432080935742
TEST_0146,262.9433920672808
TEST_0147,239.5822256007774
TEST_0148,113.00766061547927
TEST_0149,465.60003930796387
TEST_0150,609.6437039549735
TEST_0151,667.0498174248598
TEST_0152,754.6746010796576
TEST_0153,221.8542640409517
TEST_0154,555.5416458163177
TEST_0155,755.8839488892103
TEST_0156,573.1392450866433
TEST_0157,344.93764144765555
TEST_0158,201.6745308877766
TEST_0159,309.6247571390617
TEST_0160,533.2234630106999
TEST_0161,253.8832807566766
TEST_0162,254.6729871777269
TEST_0163,31.25296364256144
TEST_0164,564.000510723315
TEST_0165,561.232083578617
TEST_0166,645.578993396424
TEST_0167,671.4809616653572
TEST_0168,570.8431483319548
TEST_0169,352.8832888167404
TEST_0170,655.7520929000696
TEST_0171,519.4894919722383
TEST_0172,463.54559068396884
TEST_0173,316.60087507268014
TEST_0174,753.1789293981556
TEST_0175,138.8915624618575
TEST_0176,211.3679573812868
TEST_0177,387.0038434088198
TEST_0178,162.75037410543203
TEST_0179,353.01101996677846
TEST_0180,258.2290065657986
TEST_0181,353.01101996677846
TEST_0182,511.0253731482624
TEST_0183,248.61420086568316
TEST_0184,757.3658782029967
TEST_0185,555.579206540192
TEST_0186,341.7171791311003
TEST_0187,720.5298429999017
TEST_0188,653.7326368107067
TEST_0189,346.8014108120508
TEST_0190,654.3701231789898
TEST_0191,140.94635430934147
TEST_0192,431.340623628419
TEST_0193,646.2153768745547
TEST_0194,676.2917455491843
TEST_0195,753.5966030245486
